tile_id,event_location,layer,file_path,readable,error,width,height,bands,dtype,crs,transform,resolution,nodata,min_values,max_values,nan_count,nan_ratio,inf_count,inf_ratio,unique_values,label_counts_json,invalid_pct,non_water_pct,water_pct,unexpected_values,empty_mask,only_invalid,no_water
Bolivia_195474,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_195474_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-15.3619100107,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,0.0,0,0.0,0,0.0,0,"{""0"": 262144}",0.0,100.0,0.0,,False,False,True
Bolivia_195474,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_195474_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-15.3619100107,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 809, ""0"": 259784, ""1"": 1551}",0.308609,99.099731,0.59166,,False,False,False
Bolivia_195474,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_195474_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-15.3619100107,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-23.107797622680664;-35.958290100097656,7.00493049621582;0.08897902816534042,0,0.0,0,0.0,,,,,,,,,
Bolivia_195474,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_195474_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-15.3619100107,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 261464, ""1"": 680}",0.0,99.740601,0.259399,,False,False,False
Bolivia_195474,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_195474_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-15.3619100107,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,1059.0;705.0;472.0;175.0;280.0;415.0;517.0;421.0;494.0;84.0;6.0;190.0;71.0,3482.0;6105.0;6357.0;6309.0;3592.0;4324.0;4987.0;7357.0;5353.0;582.0;15.0;4637.0;3662.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_23014,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_23014_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5681540513,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 254396, ""1"": 7748}",0.0,97.044373,2.955627,,False,False,False
Bolivia_23014,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_23014_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5681540513,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 52665, ""0"": 201699, ""1"": 7780}",20.090103,76.942062,2.967834,,False,False,False
Bolivia_23014,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_23014_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5681540513,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-66.51229858398438;-68.47930145263672,0.17055276036262512;-6.397890090942383,137172,0.26163483,0,0.0,,,,,,,,,
Bolivia_23014,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_23014_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5681540513,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 247085, ""1"": 15059}",0.0,94.255447,5.744553,,False,False,False
Bolivia_23014,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_23014_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5681540513,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,2826.0;2905.0;2839.0;2795.0;2897.0;3936.0;5284.0;5005.0;5838.0;511.0;12.0;3573.0;2820.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_233925,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_233925_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.786260428,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,0.0,0,0.0,0,0.0,0,"{""0"": 262144}",0.0,100.0,0.0,,False,False,True
Bolivia_233925,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_233925_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.786260428,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 111607, ""0"": 150536, ""1"": 1}",42.574692,57.424927,0.000381,,False,False,False
Bolivia_233925,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_233925_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.786260428,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-89.78575897216797;-103.87602996826172,-1.1250704526901245;-6.185252666473389,129016,0.24607849,0,0.0,,,,,,,,,
Bolivia_233925,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_233925_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.786260428,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 161, ""0"": 254028, ""1"": 7955}",0.061417,96.903992,3.034592,,False,False,False
Bolivia_233925,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_233925_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.786260428,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,5816.0;6004.0;5880.0;6135.0;5875.0;6258.0;6873.0;6326.0;7208.0;948.0;17.0;5710.0;3723.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_242570,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_242570_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.8051832486,0,-8.9831528412e-05,-13.1082166259,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,0.0,0,0.0,0,0.0,0,"{""0"": 262144}",0.0,100.0,0.0,,False,False,True
Bolivia_242570,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_242570_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8051832486,0,-8.9831528412e-05,-13.1082166259,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 86637, ""0"": 148161, ""1"": 27346}",33.049393,56.518936,10.431671,,False,False,False
Bolivia_242570,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_242570_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-64.8051832486,0,-8.9831528412e-05,-13.1082166259,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-38.02528762817383;-54.61154556274414,-1.0283496379852295;-6.917205333709717,0,0.0,0,0.0,,,,,,,,,
Bolivia_242570,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_242570_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8051832486,0,-8.9831528412e-05,-13.1082166259,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 178961, ""1"": 83183}",0.0,68.268204,31.731796,,False,False,False
Bolivia_242570,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_242570_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-64.8051832486,0,-8.9831528412e-05,-13.1082166259,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,1097.0;718.0;454.0;259.0;234.0;188.0;232.0;181.0;162.0;47.0;4.0;31.0;4.0,4522.0;4626.0;4510.0;4637.0;4568.0;5158.0;5779.0;5364.0;6296.0;760.0;16.0;4896.0;3374.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_290290,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_290290_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.0162291408,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 259762, ""1"": 2382}",0.0,99.091339,0.908661,,False,False,False
Bolivia_290290,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_290290_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.0162291408,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 57511, ""0"": 184934, ""1"": 19699}",21.938705,70.546722,7.514572,,False,False,False
Bolivia_290290,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_290290_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.0162291408,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-40.59314727783203;-47.65573501586914,1.619675874710083;-4.674552917480469,0,0.0,0,0.0,,,,,,,,,
Bolivia_290290,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_290290_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.0162291408,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 230071, ""1"": 32073}",0.0,87.765121,12.234879,,False,False,False
Bolivia_290290,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_290290_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.0162291408,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,1106.0;731.0;455.0;255.0;211.0;230.0;199.0;223.0;175.0;43.0;4.0;70.0;31.0,4747.0;4827.0;4715.0;4883.0;4812.0;5412.0;6102.0;5627.0;6449.0;806.0;15.0;5038.0;3358.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_294583,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_294583_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.1423480324,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 235246, ""1"": 26898}",0.0,89.739227,10.260773,,False,False,False
Bolivia_294583,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_294583_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.1423480324,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 131672, ""0"": 115464, ""1"": 15008}",50.228882,44.046021,5.725098,,False,False,False
Bolivia_294583,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_294583_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.1423480324,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-40.45533752441406;-48.29588317871094,2.5029430389404297;-5.808106899261475,0,0.0,0,0.0,,,,,,,,,
Bolivia_294583,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_294583_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.1423480324,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 231395, ""1"": 30749}",0.0,88.270187,11.729813,,False,False,False
Bolivia_294583,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_294583_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-64.7131957635,0,-8.9831528412e-05,-12.1423480324,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,1163.0;765.0;469.0;263.0;222.0;212.0;207.0;181.0;169.0;37.0;4.0;53.0;10.0,5971.0;6360.0;6209.0;6576.0;6216.0;6588.0;7274.0;6693.0;7602.0;848.0;15.0;5853.0;3772.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_312675,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_312675_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-14.717997615,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,0.0,0,0.0,0,0.0,0,"{""0"": 262144}",0.0,100.0,0.0,,False,False,True
Bolivia_312675,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_312675_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-14.717997615,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 104136, ""0"": 148433, ""1"": 9575}",39.724731,56.622696,3.652573,,False,False,False
Bolivia_312675,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_312675_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-14.717997615,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-30.476381301879883;-44.518531799316406,1.1514215469360352;-5.498597621917725,16368,0.03121948,0,0.0,,,,,,,,,
Bolivia_312675,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_312675_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-14.717997615,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 5644, ""0"": 244003, ""1"": 12497}",2.153015,93.079758,4.767227,,False,False,False
Bolivia_312675,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_312675_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-65.3571081592,0,-8.9831528412e-05,-14.717997615,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,6497.0;7963.0;8100.0;8255.0;8169.0;8823.0;9468.0;9078.0;9925.0;1027.0;47.0;7586.0;5408.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_314919,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_314919_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-65.1271394464,0,-8.9831528412e-05,-14.3040539321,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 261571, ""1"": 573}",0.0,99.781418,0.218582,,False,False,False
Bolivia_314919,Bolivia,LabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_314919_LabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.1271394464,0,-8.9831528412e-05,-14.3040539321,0,0,1","8.9831528412e-05,8.9831528412e-05",,-1.0,1.0,0,0.0,0,0.0,"-1,0,1","{""-1"": 73299, ""0"": 105167, ""1"": 83678}",27.961349,40.118027,31.920624,,False,False,False
Bolivia_314919,Bolivia,S1Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_314919_S1Hand.tif,True,,512,512,2,"float32,float32",EPSG:4326,"8.9831528412e-05,0,-65.1271394464,0,-8.9831528412e-05,-14.3040539321,0,0,1","8.9831528412e-05,8.9831528412e-05",nan,-48.3681640625;-48.38965606689453,8.278704643249512;3.168764114379883,0,0.0,0,0.0,,,,,,,,,
Bolivia_314919,Bolivia,S1OtsuLabelHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_314919_S1OtsuLabelHand.tif,True,,512,512,1,int16,EPSG:4326,"8.9831528412e-05,0,-65.1271394464,0,-8.9831528412e-05,-14.3040539321,0,0,1","8.9831528412e-05,8.9831528412e-05",-1.0,0.0,1.0,0,0.0,0,0.0,"0,1","{""0"": 127808, ""1"": 134336}",0.0,48.754883,51.245117,,False,False,False
Bolivia_314919,Bolivia,S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_314919_S2Hand.tif,True,,512,512,13,"int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16,int16",EPSG:4326,"8.9831528412e-05,0,-65.1271394464,0,-8.9831528412e-05,-14.3040539321,0,0,1","8.9831528412e-05,8.9831528412e-05",0.0,1142.0;765.0;465.0;270.0;210.0;173.0;165.0;146.0;112.0;41.0;3.0;28.0;4.0,6879.0;7411.0;7394.0;7886.0;7428.0;7655.0;8314.0;7693.0;8670.0;1068.0;17.0;6736.0;5191.0,0,0.0,0,0.0,,,,,,,,,
Bolivia_360519,Bolivia,JRCWaterHand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_360519_JRCWaterHand.tif,True,,512,512,1,uint8,EPSG:4326,"8.9831528412e-05,0,-64.8971707337,0,-8.9831528412e-05,-13.5221603088,0,0,1","8.9831528412e-05,8.9831528412e-05",,0.0,0.0,0,0.0,0,0.0,0,"{""0"": 262144}",0.0,100.0,0.0,,False,False,True
