tile_id,event_location,available_modalities_layers,sentinel1_path,sentinel2_path,hand_labeled_mask_path,s1_otsu_qc_path,jrc_water_qc_path,split_membership,missing_files,anomalies,cleaning_recommendation,status
Bolivia_360519,Bolivia,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_360519_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_360519_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_360519_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_360519_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_360519_JRCWaterHand.tif,bolivia,,,keep,ok
Bolivia_379434,Bolivia,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_379434_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_379434_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_379434_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_379434_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_379434_JRCWaterHand.tif,bolivia,,,keep,ok
Bolivia_432776,Bolivia,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_432776_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_432776_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_432776_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_432776_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_432776_JRCWaterHand.tif,bolivia,,,keep,ok
Bolivia_60373,Bolivia,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_60373_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_60373_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_60373_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_60373_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_60373_JRCWaterHand.tif,bolivia,,,keep,ok
Bolivia_76104,Bolivia,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Bolivia_76104_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Bolivia_76104_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Bolivia_76104_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Bolivia_76104_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Bolivia_76104_JRCWaterHand.tif,bolivia,,,keep,ok
Ghana_103272,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_103272_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_103272_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_103272_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_103272_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_103272_JRCWaterHand.tif,train,,,keep,ok
Ghana_1033830,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1033830_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_1033830_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_1033830_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_1033830_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_1033830_JRCWaterHand.tif,valid,,,keep,ok
Ghana_1078550,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1078550_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_1078550_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_1078550_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_1078550_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_1078550_JRCWaterHand.tif,test,,,keep,ok
Ghana_1089161,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_1089161_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_1089161_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_1089161_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_1089161_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_1089161_JRCWaterHand.tif,train,,,keep,ok
Ghana_11745,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_11745_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_11745_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_11745_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_11745_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_11745_JRCWaterHand.tif,train,,no_water,warning_review,warning
Ghana_124834,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_124834_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_124834_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_124834_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_124834_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_124834_JRCWaterHand.tif,valid,,no_water,warning_review,warning
Ghana_128663,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_128663_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_128663_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_128663_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_128663_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_128663_JRCWaterHand.tif,train,,no_water,warning_review,warning
Ghana_132163,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_132163_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_132163_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_132163_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_132163_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_132163_JRCWaterHand.tif,valid,,high_invalid_ratio;no_water,warning_review,warning
Ghana_134751,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_134751_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_134751_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_134751_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_134751_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_134751_JRCWaterHand.tif,train,,high_invalid_ratio;no_water,warning_review,warning
Ghana_135389,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_135389_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_135389_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_135389_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_135389_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_135389_JRCWaterHand.tif,train,,high_invalid_ratio,warning_review,warning
Ghana_141271,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_141271_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_141271_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_141271_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_141271_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_141271_JRCWaterHand.tif,test,,,keep,ok
Ghana_141910,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_141910_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_141910_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_141910_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_141910_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_141910_JRCWaterHand.tif,train,,,keep,ok
Ghana_142312,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_142312_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_142312_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_142312_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_142312_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_142312_JRCWaterHand.tif,valid,,no_water,warning_review,warning
Ghana_144050,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_144050_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_144050_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_144050_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_144050_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_144050_JRCWaterHand.tif,train,,high_invalid_ratio;no_water,warning_review,warning
Ghana_146222,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_146222_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_146222_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_146222_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_146222_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_146222_JRCWaterHand.tif,train,,no_water,warning_review,warning
Ghana_147015,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_147015_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_147015_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_147015_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_147015_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_147015_JRCWaterHand.tif,train,,,keep,ok
Ghana_154838,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_154838_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_154838_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_154838_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_154838_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_154838_JRCWaterHand.tif,train,,high_invalid_ratio;no_water,warning_review,warning
Ghana_156478,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_156478_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_156478_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_156478_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_156478_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_156478_JRCWaterHand.tif,train,,no_water,warning_review,warning
Ghana_161233,Ghana,JRCWaterHand;LabelHand;S1Hand;S1OtsuLabelHand;S2Hand,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1Hand/Ghana_161233_S1Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S2Hand/Ghana_161233_S2Hand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/LabelHand/Ghana_161233_LabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/S1OtsuLabelHand/Ghana_161233_S1OtsuLabelHand.tif,D:/flood_research/data/raw/sen1floods11/v1.1/data/flood_events/HandLabeled/JRCWaterHand/Ghana_161233_JRCWaterHand.tif,train,,high_invalid_ratio;no_water,warning_review,warning
